LAB_ID,PREVIOUS_LAB_ID1,PREVIOUS_LAB_ID2,PREVIOUS_LAB_ID3,FIELD_ID,JOB_ID,PREVIOUS_JOB_ID1,PREVIOUS_JOB_ID2,PREVIOUS_JOB_ID3,SUBMITTER,PROJECT_NAME,DATE_SUBMITTED,COLLECTION,COLLECTION_ID,CONTINENT,COUNTRY,STATE_PROVINCE,COUNTY,DISTRICT_NAME,DEPOSIT_NAME,MINE_NAME,DISTRICT_NAME_COLLECT,DEPOSIT_NAME_COLLECT,MINE_NAME_COLLECT,LOCATE_DESC,LATITUDE,LONGITUDE,DATUM,LATITUDE_COLLECT,LONGITUDE_COLLECT,DATUM_COLLECT,COORDINATES_QUAL,COORDINATES_SOURCE,PRIMARY_CLASS,SYSTEM_TYPE,DEPOSIT_TYPE,SAMPLE_DESC,Al_pct_AES_ST,Ca_pct_AES_ST,Fe_pct_AES_ST,K_pct_AES_ST,Mg_pct_AES_ST,Mn_pct_AES_ST,P_pct_AES_ST,S_pct_AES_ST,Si_pct_AES_ST,Ti_pct_AES_ST,F_pct_ISE_Fuse,Ag_ppm_MS_ST,As_ppm_MS_ST,Au_ppm,Au_AM,B_ppm_AES_ST,Ba_ppm_AES_ST,Be_ppm_AES_ST,Bi_ppm_MS_ST,Cd_ppm_MS_ST,Ce_ppm_MS_ST,Co_ppm_MS_ST,Cr_ppm_AES_ST,Cs_ppm_MS_ST,Cu_ppm_AES_ST,Dy_ppm_MS_ST,Er_ppm_MS_ST,Eu_ppm_MS_ST,Ga_ppm_MS_ST,Gd_ppm_MS_ST,Ge_ppm_MS_ST,Hf_ppm_MS_ST,Ho_ppm_MS_ST,In_ppm_MS_ST,La_ppm_MS_ST,Li_ppm_AES_ST,Lu_ppm_MS_ST,Mo_ppm_MS_ST,Nb_ppm_MS_ST,Nd_ppm_MS_ST,Ni_ppm_AES_ST,Pb_ppm_MS_ST,Pd_ppm_FA_MS,Pr_ppm_MS_ST,Pt_ppm_FA_MS,Rb_ppm_MS_ST,Re_ppm_MS_HF,Sb_ppm_MS_ST,Sc_ppm_AES_ST,Se_ppm_MS_ST,Sm_ppm_MS_ST,Sn_ppm_MS_ST,Sr_ppm_AES_ST,Ta_ppm_MS_ST,Tb_ppm_MS_ST,Te_ppm_MS_ST,Th_ppm_MS_ST,Tl_ppm_MS_ST,Tm_ppm_MS_ST,U_ppm_MS_ST,V_ppm_AES_ST,W_ppm_MS_ST,Y_ppm_MS_ST,Yb_ppm_MS_ST,Zn_ppm_AES_ST,Zr_ppm_AES_ST
C447624,,,,RM1388,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,GOLFLD3,North America,United States,Nevada,Esmeralda,Goldfield,Goldfield,Goldfield mine,Goldfield,Goldfields,Goldfields,,37.72495,-117.22061,WGS84,37.709,-117.236,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10173919, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,"High sulfidation epithermal Au-Ag, Lithocap alunite",Quartz-alunite alteration with famatinite-pyrite; thin coatings of pyrite and chalcopyrite on fracture surfaces in rhyolite; possibly antimony staining on the sulfides; sulfide <1%,6.09,0.07,3.24,1.71,0.01,-0.001,0.08,7.0,29.5,0.24,,43.0,1920.0,,,18.0,1300.0,-5.0,74.6,-0.2,74.9,8.4,20.0,-0.1,7360.0,1.65,0.97,0.94,16.1,2.42,2.0,5.0,0.31,-0.2,42.6,42.0,0.17,2.0,8.9,26.9,27.0,190.0,,7.9,,2.3,,3030.0,-5.0,45.0,3.8,25.0,334.0,-0.5,0.29,37.0,9.6,-0.5,0.15,2.05,43.0,3.0,8.2,1.1,7.0,208.0
C447625,,,,RM1389,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,GOLFLD6,North America,United States,Nevada,Esmeralda,Goldfield,Goldfield,Goldfield mine,Goldfield,Goldfields,Goldfields,Leached capping,37.72495,-117.22061,WGS84,37.709,-117.236,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10173919, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,"High sulfidation epithermal Au-Ag, Lithocap alunite","Abundant limonite (either goethite or strong red hematite-jarosite(?), rest of sample is silicified breccia, possibly with minor (pyrite-enargite); cavernous ""gossan-like"" quartz; vugs lined with dark brown iron staining; some with microscopic jarosite crystals in rhyolite(?); sulfides not observed",1.32,-0.01,10.6,0.58,0.05,0.0124,0.06,0.1,35.8,0.09,,10.0,939.0,,,106.0,210.0,-5.0,0.2,2.1,6.7,4.0,76.0,1.6,125.0,0.99,0.79,0.17,5.86,0.78,3.0,2.0,0.24,-0.2,3.7,20.0,0.15,13.0,4.2,3.5,45.0,939.0,,0.89,,27.7,,491.0,-5.0,23.0,0.7,44.0,11.0,-0.5,0.12,-0.5,2.7,-0.5,0.12,2.74,218.0,3.0,5.9,1.0,695.0,58.3
C447626,,,,RM1390,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,GOLFLD4,North America,United States,Nevada,Esmeralda,Goldfield,Goldfield,Goldfield mine,Goldfield,Goldfields,Goldfields,,37.72495,-117.22061,WGS84,37.709,-117.236,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10173919, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,"High sulfidation epithermal Au-Ag, Lithocap alunite",Alunite replacing feldspar in silicified volcanics; porphyry; one sample has a dark blue stain on fracture surface but apparently is NOT copper as indicated by XRF no. 1 unit; extremely microscopic pyrite widely scattered throughout rock; sulfide <1%,9.22,0.13,1.45,1.59,0.01,-0.001,0.11,4.4,27.8,0.4,,1.0,10.0,,,-10.0,917.0,-5.0,3.4,-0.2,75.3,8.5,37.0,-0.1,30.0,1.88,0.79,1.28,20.8,3.34,2.0,5.0,0.28,-0.2,38.7,36.0,0.15,3.0,8.5,33.9,14.0,45.0,,8.96,,2.9,,4.1,11.0,-5.0,5.6,7.0,345.0,-0.5,0.35,0.6,10.1,-0.5,0.12,3.21,102.0,2.0,7.6,0.9,26.0,177.0
C447627,,,,RM1400,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,TON06,North America,United States,Nevada,Nye,Tonopah,,Mizpah,Tonopah,Tonopah,Mizpah,Mizpah mine,38.07494,-117.21762,WGS84,38.075,-117.21667,WGS84,100 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10198321, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Intermediate sulfidation epithermal, Comstock","Unequally distributed sphalerite, galena, high-silver galena, chalcopyrite and possibly stibnite in quartz; all sulfides very fine grain; sulfide approx 10%",0.75,0.03,0.98,0.24,0.06,0.326,-0.01,1.6,41.2,-0.01,,11200.0,1030.0,,,-10.0,51.7,-5.0,-0.1,30.4,5.6,-0.5,24.0,2.1,7540.0,-0.05,-0.05,-0.05,4.29,0.1,2.0,-1.0,-0.05,-0.2,3.8,68.0,-0.05,21.0,0.4,1.4,8.0,4300.0,,0.48,,17.9,,1050.0,-5.0,103.0,1.2,-1.0,14.2,-0.5,-0.05,-0.5,0.2,-0.5,-0.05,-0.05,19.0,-1.0,-0.5,-0.1,10900.0,1.3
C447628,,,,RM1408,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,18664,North America,United States,Nevada,Nye,Tonopah,,Mizpah,Tonopah,Tonopah,Mizpah mine (near),"Material on dump in central part of the map area about 600 ft E of the Mizpah mine (Summa Corp). 1:2400 Topo map of Tonopah, NV",38.07494,-117.21762,WGS84,38.075,-117.21667,WGS84,100 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10198321, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Intermediate sulfidation epithermal, Comstock","Sample is unoxidized and it is believed that this alteration phase occurs in the deeper part of the district below the zone of argillic/potassic alteration (Mizpah Formation); porphyritic texture still readily visible, grains highly altered to quartz-sericite mixture, pyroxene and biotite altered to pyrite (10-15% disseminated), plagioclase goes to sericite, biotite also to sericite; aka PRC-178-13; porphyry; thinly scattered throughout rock microscopic pyrite; sulfide <1%",8.36,0.27,2.18,4.18,0.65,0.0432,0.06,1.3,31.4,0.25,,6.0,-5.0,,,-10.0,1870.0,-5.0,-0.1,-0.2,86.1,4.6,37.0,4.6,7.0,2.54,1.41,1.29,18.9,3.49,-1.0,7.0,0.48,-0.2,48.4,19.0,0.24,-2.0,11.9,32.4,6.0,25.0,,9.44,,215.0,,2.2,-5.0,-5.0,4.9,1.0,418.0,0.6,0.39,-0.5,15.4,2.0,0.2,5.1,40.0,3.0,12.9,1.5,80.0,287.0
C447629,,,,RM1420,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,24887,North America,United States,Arizona,Yavapai,Big Bug,Iron King,Iron King property,Big Bug,Iron King,Iron King,,34.50175,-112.25764,WGS84,34.49,-112.26,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10186749, ore body, M. Granitto",rock,Volcanogenic seafloor,"Polymetallic massive sulfide, Kuroko-type",Thick swirly clouds of chalcopyrite blebs in dark grey rock; sulfide approx 30%,2.74,0.23,31.1,0.85,1.23,0.0077,0.03,4.7,16.2,0.27,,4.0,-5.0,,,207.0,262.0,-5.0,3.7,-0.2,9.5,1.8,17.0,0.6,54200.0,0.53,0.25,0.32,32.8,0.72,1.0,2.0,0.09,1.3,5.2,-10.0,-0.05,2.0,1.6,4.9,24.0,6.0,,1.13,,23.9,,1.3,-5.0,73.0,1.0,4.0,18.3,-0.5,0.09,2.4,3.2,-0.5,-0.05,1.83,537.0,1.0,2.4,0.2,50.0,53.9
C447630,,,,RM1425,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,11854_0_8,North America,United States,Arizona,Mohave,Oatman,,Oatman,Oatman,Oatman,Oatman,,35.1,-114.447,,35.1,-114.447,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database has 26 entries, M. Granitto",rock,Porphyry Cu-Mo-Au,"Epithermal vein, Comstock",Felsic igneous rock with few spots of iron staining; silicified porphyry(?); no sulfides observed,6.71,1.19,0.83,5.95,0.27,0.0209,-0.01,-0.1,33.0,0.17,,1.0,98.0,,,-10.0,595.0,-5.0,-0.1,-0.2,136.0,3.2,-10.0,6.9,15.0,4.96,2.93,1.07,14.8,5.67,1.0,8.0,1.0,-0.2,80.0,19.0,0.41,2.0,27.9,51.7,8.0,28.0,,15.4,,319.0,,22.5,-5.0,-5.0,8.2,2.0,195.0,1.5,0.81,-0.5,27.1,2.2,0.4,4.89,30.0,3.0,25.5,2.8,33.0,255.0
C447632,,,,RM1428,MRP16575,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,OAT08,North America,United States,Arizona,Mohave,Oatman,,Gold Dust,Oatman,Oatman,Gold Dust,,35.01392,-114.393,WGS84,35.1,-114.447,,5000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10162325, main entrance, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,"Epithermal vein, Comstock","Ore; vesicular quartz, calcareous; no sulfides observed",0.47,14.7,0.05,0.47,0.01,0.0343,-0.01,0.3,28.7,-0.01,,23.0,-5.0,,,-10.0,37.1,5.0,-0.1,0.3,1.7,-0.5,-10.0,0.8,-5.0,0.06,-0.05,0.05,0.71,0.11,1.0,-1.0,-0.05,-0.2,1.3,122.0,-0.05,-2.0,0.6,1.0,6.0,9.0,,0.27,,27.0,,14.4,-5.0,-5.0,0.1,-1.0,676.0,-0.5,-0.05,-0.5,0.4,-0.5,-0.05,-0.05,-5.0,-1.0,-0.5,-0.1,-5.0,4.5
C447633,,,,RM1441,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,LUANGA_PGE,South America,Brazil,Pará,,Carajas,Luanga Cr-PGE,Luanga Cr-PGE deposit,Curionopolis,Luanga,Luanga PGE,,-6.1,-49.6,,-6.1375,-49.64444,WGS84,,"1) Mindat.org, nearby Serra Verde Mine, Carajas mineral province, Brazil, M. Bennett; 2) Google Earth Pro, approx ctr Curionopolis, M. Granitto",rock,Mafic magmatic,Chromite layer,"Extremely fine grain, massive black rock composed of microscopic chromite crystals; no sulfides observed",13.8,0.05,13.9,0.02,9.62,0.333,0.02,-0.1,5.84,0.12,,-1.0,-5.0,,,61.0,1.4,-5.0,-0.1,-0.2,2.1,567.0,121000.0,-0.1,-5.0,0.08,0.07,-0.05,46.1,0.12,-1.0,-1.0,-0.05,-0.2,1.5,-10.0,-0.05,-2.0,0.4,0.9,2310.0,-5.0,,0.26,,3.8,,-0.1,6.0,19.0,0.1,-1.0,0.7,-0.5,-0.05,-0.5,0.2,-0.5,-0.05,0.08,426.0,-1.0,-0.5,-0.1,2370.0,2.9
C447634,,,,RM1443,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,16682,South America,Brazil,Bahia,,Jacobina,,Canavieiras mine,Jacobina,Canaveiras,Canaveiras mine,Base of Pyritoso Reef,-11.19782,-40.51563,WGS84,-11.2192,-40.5156,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10065234, claim, M. Granitto",rock,Placer,Au-Cr-Ni-Co paleoplacer,Fresh greenish quartz-pebble conglomerate with pyritic matrix; well scattered microscopic pyrite in dark quartz; sulfide <1%,0.48,0.06,1.24,0.21,0.07,-0.001,0.01,1.3,44.6,0.08,,2.0,9.0,,,-10.0,16.6,-5.0,0.4,-0.2,40.1,83.7,313.0,-0.1,45.0,1.03,0.59,0.24,1.08,1.58,-1.0,11.0,0.18,-0.2,22.1,-10.0,0.11,10.0,3.9,14.2,168.0,70.0,,4.18,,5.0,,0.5,-5.0,-5.0,2.4,-1.0,3.8,-0.5,0.23,-0.5,79.5,-0.5,0.08,82.3,14.0,-1.0,4.2,0.6,-5.0,431.0
C447635,,,,RM1444,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,SOS12,South America,Brazil,Pará,,Carajas,,Sossego,Carajas District,Sossego,Sossego mine,,-6.4234,-50.0577,WGS84,-6.43333,-50.06667,,Exact,"1) InfoMine.com, M. Bennett; 2) Open-File Report 2017-1079 ID 470, mine, M. Granitto",rock,IOA-IOCG,IOCG,Metavolcanic rock with chlorite alteration cut by magnetite; strong veins and massive clouds of magnetite in greenish-grey igneous rock,3.84,6.25,40.2,0.17,1.06,0.0337,-0.01,0.1,10.1,0.43,,-1.0,-5.0,,,195.0,41.6,-5.0,-0.1,-0.2,8.7,42.6,23.0,-0.1,17.0,0.99,0.58,0.38,40.5,1.13,2.0,3.0,0.2,-0.2,3.9,-10.0,0.08,3.0,0.7,5.2,682.0,-5.0,,1.16,,1.7,,-0.1,-5.0,-5.0,1.2,-1.0,470.0,-0.5,0.17,-0.5,13.2,-0.5,0.08,3.19,1850.0,-1.0,5.4,0.5,30.0,95.9
C447636,,,,RM1445,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,SOS13,South America,Brazil,Pará,,Carajas,,Sossego,Carajas District,Sossego,Sossego mine,,-6.4234,-50.0577,WGS84,-6.43333,-50.06667,,Exact,"1) InfoMine.com, M. Bennett; 2) Open-File Report 2017-1079 ID 470, mine, M. Granitto",rock,IOA-IOCG,IOCG,Metavolcanic rock with band of pink KSP (potassic) alteration replaced by carbonic-coaix chalcopyrite; one end of specimen is a mixture of massive chalcopyrite in white calcite; adjacent to this area is an ill-defined vein or zone composed of pink apatite(?); XRD shows sample to be fluorapatite; adjacent to this area is a black vein of fine grain magnetite; sulfide approx 40%; XRD of pinkish area shows apatite,0.8,14.3,13.4,0.04,2.14,0.239,1.62,11.2,6.92,0.06,,1.0,-5.0,,,72.0,9.3,-5.0,0.2,0.7,712.0,18.3,-10.0,-0.1,107000.0,32.3,17.6,6.93,8.89,41.6,1.0,-1.0,6.12,0.7,331.0,-10.0,1.86,3.0,2.9,270.0,73.0,118.0,,71.0,,2.5,,-0.1,20.0,18.0,47.3,21.0,197.0,-0.5,5.78,5.9,13.5,-0.5,2.16,222.0,48.0,-1.0,153.0,14.0,20.0,22.4
C447637,,,,RM1446,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,SOS20,South America,Brazil,Pará,,Carajas,,Sossego,Carajas District,Sossego,Sossego mine,,-6.4234,-50.0577,WGS84,-6.43333,-50.06667,,Exact,"1) InfoMine.com, M. Bennett; 2) Open-File Report 2017-1079 ID 470, mine, M. Granitto",rock,IOA-IOCG,IOCG,Late chalcopyrite carbonate cutting metavolcanic rock; banded layers of oxidized chalcopyrite in white calcite; sulfide approx 60%,0.93,11.6,18.2,0.03,0.68,0.178,1.27,17.9,5.41,0.06,,2.0,-5.0,,,100.0,3.6,-5.0,3.9,0.7,1040.0,14.4,-10.0,-0.1,179000.0,17.0,8.74,5.73,9.95,26.8,1.0,-1.0,3.13,1.2,697.0,-10.0,0.91,79.0,2.2,247.0,105.0,-5.0,,81.4,,1.2,,-0.1,11.0,26.0,32.6,33.0,66.9,-0.5,3.52,13.3,13.8,-0.5,1.07,29.0,24.0,-1.0,76.9,6.9,37.0,26.7
C447638,,,,RM1447,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,23504,Europe,Sweden,Örebro,,Bergslagen Province,Zinkgruvan,Zinkgruvan,Bergslagen Province,Zinkgruvan,Zinkgruvan (Ammeberg) mine,No. 32 stope,58.81196,15.10601,WGS84,58.81667,15.08333,,1000 m,"1) Wikipedia, WGS84, M. Bennett; 2) Mineral Resource Deposit Database Deposit ID 10231204, ore body, M. Granitto",rock,Volcanogenic seafloor,Polymetallic massive sulfide,Upper compact ore bed; massive finely crystalline sphalerite in silicate rock; sulfide approx 90%,2.83,1.74,5.22,3.62,0.43,0.53,0.03,14.2,19.1,0.09,,48.0,-5.0,,,27.0,960.0,-5.0,0.8,238.0,29.0,31.7,-10.0,1.7,202.0,2.83,1.85,0.54,8.12,2.86,3.0,3.0,0.59,0.2,15.1,-10.0,0.29,-2.0,5.6,13.7,14.0,10500.0,,3.46,,97.2,,30.6,-5.0,24.0,3.0,2.0,30.5,-0.5,0.45,-0.5,6.6,10.9,0.25,2.36,20.0,-1.0,18.1,1.9,223000.0,98.5
C447639,,,,RM1448,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,23505,Europe,Sweden,Örebro,,Bergslagen Province,Zinkgruvan,Zinkgruvan,Bergslagen Province,Zinkgruvan,Zinkgruvan (Ammeberg) mine,No. 32 stope,58.81196,15.10601,WGS84,58.81667,15.08333,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10231204, ore body, M. Granitto",rock,Volcanogenic seafloor,Polymetallic massive sulfide,The snake extreme top; mostly a fine grained quartzite with widely scattered ultra microscopic pyrite; calcareous; sulfide <1%; lightly banded,7.4,4.92,3.94,6.24,1.25,0.532,0.02,0.4,28.2,0.19,,3.0,-5.0,,,47.0,745.0,7.0,0.2,7.4,138.0,6.0,-10.0,13.1,13.0,17.0,11.5,2.33,27.3,15.2,8.0,14.0,3.56,-0.2,67.0,57.0,1.67,-2.0,30.9,68.8,10.0,1640.0,,16.9,,273.0,,8.7,6.0,-5.0,15.2,7.0,74.4,1.8,2.5,-0.5,22.6,14.4,1.67,7.72,11.0,-1.0,106.0,11.8,5510.0,457.0
C447640,,,,RM1449,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,23506,Europe,Sweden,Örebro,,Bergslagen Province,Zinkgruvan,Zinkgruvan,Bergslagen Province,Zinkgruvan,Zinkgruvan (Ammeberg) mine,No. 32 stope,58.81196,15.10601,WGS84,58.81667,15.08333,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10231204, ore body, M. Granitto",rock,Volcanogenic seafloor,Polymetallic massive sulfide,Lower compact ore bed; massive to coarsely crystalline clouds of sphalerite; also in part are ill-defined zones or roughly veined in silicate rock; sulfide approx 70%,5.76,3.11,3.48,5.01,0.7,0.386,0.03,11.8,17.3,0.12,,18.0,203.0,,,21.0,2390.0,-5.0,0.6,188.0,92.4,21.0,-10.0,3.7,15.0,4.09,2.61,1.72,16.2,5.46,9.0,6.0,0.87,-0.2,49.8,14.0,0.32,-2.0,8.5,39.4,33.0,7500.0,,10.5,,156.0,,22.4,6.0,22.0,6.9,2.0,126.0,-0.5,0.76,-0.5,11.7,12.6,0.36,4.02,29.0,-1.0,29.8,2.4,202000.0,179.0
C447642,,,,RM1450,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,23508,Europe,Sweden,Örebro,,Bergslagen Province,Zinkgruvan,Zinkgruvan,Bergslagen Province,Zinkgruvan,Zinkgruvan (Ammeberg) mine,Surface,58.81196,15.10601,WGS84,58.81667,15.08333,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10231204, ore body, M. Granitto",rock,Volcanogenic seafloor,Polymetallic massive sulfide,"Red leptite of stratigraphic footwall (good potential); fine grain pinkish rock, lightly banded; XRD: 72% microcline, 25% quartz with 3% kaolinite",7.51,0.68,2.05,8.86,0.39,0.0349,0.06,-0.1,32.3,0.36,,-1.0,-5.0,,,14.0,1210.0,-5.0,0.3,-0.2,62.4,1.3,-10.0,3.6,13.0,4.83,3.1,1.14,14.2,5.16,2.0,6.0,1.02,-0.2,30.7,-10.0,0.46,3.0,11.6,29.1,18.0,15.0,,7.67,,207.0,,1.1,8.0,-5.0,5.9,2.0,48.2,0.8,0.8,-0.5,13.4,0.9,0.45,5.66,15.0,2.0,24.5,3.1,40.0,198.0
C447643,,,,RM1461,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,24325,Oceania,Papua New Guinea,Western Province (Fly Province),,Papua,Ok Tedi,Ok Tedi,Star Mts,,Ok Tedi porphyry Cu deposit,,-5.20544,141.13612,WGS84,-5.2,141.13333,WGS84,1000 m,"1) Mindat.org, M. Bennett; 2) Mineral Resource Deposit Database Deposit ID 10305130, ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,"Large piece of massive magnetite (skarn) with some pyrite and minor chalcopyrite; samples 3, 4, 5 all from same skarn body; solid massive magnetite some altering to red-brown hydrous oxides with microscopic pyrite inclusions throughout; sulfide <1%",0.08,0.02,63.4,-0.01,0.39,0.0699,0.02,2.4,0.81,-0.01,,2.0,-5.0,,,330.0,183.0,-5.0,0.7,-0.2,3.7,20.7,12.0,-0.1,413.0,0.27,0.13,-0.05,7.25,0.26,4.0,-1.0,-0.05,-0.2,2.4,-10.0,-0.05,-2.0,-0.1,1.6,10.0,-5.0,,0.37,,0.9,,-0.1,-5.0,-5.0,0.3,6.0,4.9,-0.5,-0.05,0.9,0.1,-0.5,-0.05,8.08,24.0,2.0,1.2,0.1,177.0,-0.5
C447644,,,,RM1466,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,BEN11,Oceania,Australia,Victoria,,,,Sunnyside mine,,Bendigo,Sunnyside mine,,-36.834,147.488,WGS84,-36.76667,144.26667,WGS84,,"1) Mindat.org, nearby 180 mine, Bendigo, M. Bennett; 2) Mindat.org, approx of Sunnyside district, M. Granitto",rock,Orogenic,Orogenic Au,Glew Wills vcc(?); varying amounts of microscopic pyrite distributed widely throughout brecciated quartzite; white veinlets and veins of quartz; sulfide approx 10%,2.55,0.01,5.79,1.16,0.11,0.0011,-0.01,6.1,36.2,0.11,,4.0,2100.0,,,50.0,152.0,-5.0,0.5,-0.2,22.4,8.7,35.0,7.8,22.0,1.42,0.95,0.17,7.42,1.75,3.0,-1.0,0.32,-0.2,12.2,137.0,0.14,7.0,3.8,10.1,39.0,13.0,,2.66,,93.1,,48.1,-5.0,-5.0,1.9,2.0,7.7,-0.5,0.27,-0.5,4.5,0.7,0.13,3.05,64.0,-1.0,8.9,1.0,12.0,29.5
C447645,,,,RM1469,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,E_HENRY1,Oceania,Australia,Queensland,,Cloncurry,,Ernest Henry,Cloncurry,Ernest Henry Cu-Au deposit,Ernest Henry,Main pit,-20.39677,140.68216,WGS84,-20.43333,140.7,,5000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10257194, claim site, M. Granitto",rock,IOA-IOCG,IOCG,Typical ore; black clouds and stringers of magnetite with large blebs of massive pyrite in dark reddish-brown iron stained rock; silicified; sulfide approx 20%,5.89,1.04,20.3,7.28,0.31,0.0977,0.1,6.5,17.2,0.75,,3.0,782.0,,,98.0,9060.0,-5.0,8.3,0.2,63.7,910.0,18.0,0.2,10800.0,2.64,2.05,2.8,16.3,2.62,1.0,6.0,0.6,-0.2,88.9,-10.0,0.32,149.0,12.8,14.4,78.0,-5.0,,4.65,,162.0,,89.8,8.0,5.0,2.5,27.0,32.7,0.5,0.41,4.2,7.7,-0.5,0.29,36.4,93.0,128.0,12.7,2.1,23.0,208.0
C447646,,,,RM1470,MRP16576,,,,Rare Metals Task,Critical and Rare Metals,8/1/2017,Colorado School of Mines Ransome Collection,AUS2,Oceania,Australia,Queensland,,Cloncurry,,Ernest Henry,Cloncurry,Ernest Henry Cu-Au deposit,Ernest Henry,,-20.39677,140.68216,WGS84,-20.43333,140.7,,5000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10257194, claim site, M. Granitto",rock,IOA-IOCG,IOCG,Massive magnetite-hematite-chalcopyrite ore; rock is coarsely fragmented and very siliceous; trace-weak CaF2; solid massive magnetite with chalcopyrite and pyrite inclusions; minor calcite with quartz; sulfide approx 10%,2.6,4.2,35.2,2.8,0.31,0.229,0.07,4.2,9.68,0.27,,3.0,1530.0,,,492.0,5140.0,-5.0,9.6,0.3,169.0,1530.0,15.0,0.4,25600.0,2.37,1.7,1.95,16.8,2.99,2.0,2.0,0.51,-0.2,238.0,-10.0,0.32,193.0,3.6,26.5,66.0,-5.0,,9.85,,77.1,,16.0,7.0,-5.0,3.2,15.0,94.6,-0.5,0.43,2.5,5.9,-0.5,0.26,39.9,107.0,143.0,14.0,1.9,26.0,90.0
