LAB_ID,PREVIOUS_LAB_ID1,PREVIOUS_LAB_ID2,PREVIOUS_LAB_ID3,FIELD_ID,JOB_ID,PREVIOUS_JOB_ID1,PREVIOUS_JOB_ID2,PREVIOUS_JOB_ID3,SUBMITTER,PROJECT_NAME,DATE_SUBMITTED,COLLECTION,COLLECTION_ID,CONTINENT,COUNTRY,STATE_PROVINCE,COUNTY,DISTRICT_NAME,DEPOSIT_NAME,MINE_NAME,DISTRICT_NAME_COLLECT,DEPOSIT_NAME_COLLECT,MINE_NAME_COLLECT,LOCATE_DESC,LATITUDE,LONGITUDE,DATUM,LATITUDE_COLLECT,LONGITUDE_COLLECT,DATUM_COLLECT,COORDINATES_QUAL,COORDINATES_SOURCE,PRIMARY_CLASS,SYSTEM_TYPE,DEPOSIT_TYPE,SAMPLE_DESC,Al_pct_AES_ST,Ca_pct_AES_ST,Fe_pct_AES_ST,K_pct_AES_ST,Mg_pct_AES_ST,Mn_pct_AES_ST,P_pct_AES_ST,S_pct_AES_ST,Si_pct_AES_ST,Ti_pct_AES_ST,F_pct_ISE_Fuse,Ag_ppm_MS_ST,As_ppm_MS_ST,Au_ppm,Au_AM,B_ppm_AES_ST,Ba_ppm_AES_ST,Be_ppm_AES_ST,Bi_ppm_MS_ST,Cd_ppm_MS_ST,Ce_ppm_MS_ST,Co_ppm_MS_ST,Cr_ppm_AES_ST,Cs_ppm_MS_ST,Cu_ppm_AES_ST,Dy_ppm_MS_ST,Er_ppm_MS_ST,Eu_ppm_MS_ST,Ga_ppm_MS_ST,Gd_ppm_MS_ST,Ge_ppm_MS_ST,Hf_ppm_MS_ST,Ho_ppm_MS_ST,In_ppm_MS_ST,La_ppm_MS_ST,Li_ppm_AES_ST,Lu_ppm_MS_ST,Mo_ppm_MS_ST,Nb_ppm_MS_ST,Nd_ppm_MS_ST,Ni_ppm_AES_ST,Pb_ppm_MS_ST,Pd_ppm_FA_MS,Pr_ppm_MS_ST,Pt_ppm_FA_MS,Rb_ppm_MS_ST,Re_ppm_MS_HF,Sb_ppm_MS_ST,Sc_ppm_AES_ST,Se_ppm_MS_ST,Sm_ppm_MS_ST,Sn_ppm_MS_ST,Sr_ppm_AES_ST,Ta_ppm_MS_ST,Tb_ppm_MS_ST,Te_ppm_MS_ST,Th_ppm_MS_ST,Tl_ppm_MS_ST,Tm_ppm_MS_ST,U_ppm_MS_ST,V_ppm_AES_ST,W_ppm_MS_ST,Y_ppm_MS_ST,Yb_ppm_MS_ST,Zn_ppm_AES_ST,Zr_ppm_AES_ST
C380072,,,,RM0689,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,19535,North America,United States,Nevada,Esmeralda,Divide (Esmeralda),,Divide district,Divide,Divide (Tonopah Divide),Comstock,Shaft dumps(?),37.98994,-117.24091,WGS84,37.99,-117.24,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 60001103, district, M. Granitto; district from Nevada Division of Minerals, 2019, Nevada Division of Minerals Open Data SiteNevada Claims, Commodities & Occurrences",rock,Alkalic Porphyry,"Low sulfidation epithermal, Comstock",Rocks and ore; splotchy to stringer-like grey micro-pyrite and a silver-sulfide in marble calcite and quartz; sulfide <1%,0.76,22.9,0.06,0.9,0.02,0.08,-0.01,,,-0.01,,4760.0,150.0,,,,52.7,-5.0,-0.1,2.0,0.6,-0.5,-10.0,0.5,13.0,0.06,-0.05,-0.05,-1.0,0.08,-1.0,-1.0,-0.05,-0.2,0.4,30.0,-0.05,-10.0,-1.0,0.4,-5.0,-50.0,,0.1,,42.9,,60.0,-5.0,,0.3,-1.0,318.0,-0.5,-0.05,,-0.1,0.6,-0.05,-0.05,-5.0,-1.0,-0.5,-0.1,132.0,-0.5
C380073,,,,RM0690,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,20603,North America,United States,Arizona,La Paz,Planet,,Planet mine,Planet,Planet-Mineral Hill,Planet mine,"Planet Mine, Buckskin Mtns, AZ",34.2456,-113.95828,WGS84,34.246,-113.958,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10027705, minesite, M. Granitto",rock,IOA-IOCG,Detachment fault-related polymetallic,"Hematite breccia containing sericitic-clay altered limestone(?) clasts; Hm (Cu); formed along Tertiary detachment; dark red-brown, massive hydrous iron oxide ore sample banded or bedded with iron oxide unit containing numerous scattered feldspar fragments and partial crystals",0.2,0.2,33.8,-0.1,0.02,0.01,0.23,,,0.28,,-10.0,230.0,,,,119.0,-5.0,2.7,-1.0,68.0,5.7,50.0,0.4,2070.0,1.6,0.67,1.09,10.0,3.8,3.0,4.0,0.24,-0.2,35.8,30.0,0.17,-10.0,9.0,37.7,7.0,90.0,,9.13,,0.7,,2.0,-5.0,,7.3,2.0,443.0,0.7,0.42,,7.2,-0.5,0.13,1.86,157.0,6.0,6.1,0.9,20.0,141.0
C380074,,,,RM0691,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12420,North America,United States,Arizona,Cochise,Cochise,,Johnson Camp,Cochise,Johnson Camp,Main Camp,,32.10292,-110.06876,WGS84,32.09,-110.03,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10160924, trench, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Skarn Cu-Zn,"Small to microscopic blebs of chalcopyrite in banded distribution in Ca, Al-silicate rock; sulfide approx 50%",4.75,5.1,8.41,5.1,3.04,0.25,0.55,,,0.22,,40.0,-30.0,,,,1070.0,-5.0,5.8,22.0,82.9,19.5,20.0,2.5,50000.11111,6.38,3.32,1.36,9.0,6.92,2.0,6.0,1.23,4.0,34.2,30.0,0.53,-10.0,10.0,36.8,26.0,-50.0,,9.68,,150.0,,-1.0,8.0,,7.3,17.0,91.9,0.7,1.16,,6.1,0.6,0.53,2.43,44.0,4.0,32.4,3.2,7280.0,204.0
C380075,C377762,,,RM0692,MRP13528,MRP13391,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,23920,North America,United States,Nevada,Lander,Battle Mountain,Copper Basin,Copper Basin open pit mine area,Battle Mountain (Copper Basin Area),Copper Basin,Copper Basin,,40.61212,-117.0365,WGS84,40.612,-117.036,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10310327, deposit, M. Granitto",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related","Porphyry copper deposit, two samples; wide band of crystalline pyrite cutting igneous rock which also contains widely scattered blebs of pyrite; black chalcopyrite is thinly scattered throughout rock as well as in the wide band of pyrite; sulfide approx 30%",5.72,-0.1,19.6,2.5,0.19,-0.01,0.04,,,0.27,,10.0,100.0,,,,560.0,-5.0,5.0,-1.0,2.8,36.8,60.0,5.0,11900.0,1.07,0.56,0.23,30.0,0.85,3.0,2.0,0.2,0.7,1.1,-10.0,0.08,-10.0,13.0,1.6,66.0,50.0,,0.39,,146.0,,23.0,-5.0,,0.6,49.0,9.6,0.7,0.16,,2.5,4.4,0.08,2.65,79.0,29.0,5.6,0.5,30.0,76.7
C380076,,,,RM0693,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12414,North America,United States,Arizona,Gila,,Globe-Miami,Globe-Miami pit,Globe Hills,Globe,Globe,,33.42538,-110.81629,WGS84,33.415,-110.79,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10161447, Globe-Miami pit ore body, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu,Pb gossan; many crumbs; 100% soft goethite and other reddish brown hydrous iron oxide minerals; no sulfides observed,0.07,0.2,39.6,-0.1,0.02,0.05,1.13,,,-0.01,,-10.0,-30.0,,,,82.8,34.0,-0.1,-1.0,2.7,4.0,-10.0,0.2,-5.0,1.05,0.9,0.14,-1.0,0.73,-1.0,-1.0,0.28,-0.2,2.5,-10.0,0.14,-10.0,-1.0,1.6,-5.0,-50.0,,0.34,,0.8,,-1.0,-5.0,,0.3,-1.0,40.8,-0.5,0.12,,-0.1,-0.5,0.13,0.65,89.0,2.0,15.3,0.8,13.0,1.3
C380077,,,,RM0694,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,21453,North America,United States,Arizona,Pima,Pima,,Mission mine,Pima,Mission,Mission Complex,Underground stockpile (stop 3),31.99229,-111.064199,WGS84,31.97,-111.07,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID AZ00027, open pit mine symbol on map, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",Silicate; possible igneous protolith; potassic and sericitic; rock is mottled pale green and pink and has some carbonate; quartz veins up to ±1.6 cm with blebs chalcopyrite and pyrite; wallrock also has chalcopyrite and pyrite disseminations; wide dark grey band of quartz rock (Si 51%) containing scattered occurrences of chalcopyrite and pyrite; the remainder of the rock is light grey with scarce pyrite blebs; sulfide <1%,4.49,6.1,1.78,4.4,3.49,0.37,0.09,,,0.2,,-10.0,-30.0,,,,224.0,-5.0,0.1,-1.0,9.2,2.3,50.0,3.2,7880.0,2.24,1.28,0.36,12.0,2.22,5.0,5.0,0.45,1.6,2.6,20.0,0.21,20.0,7.0,8.1,14.0,-50.0,,1.77,,312.0,,-1.0,6.0,,2.2,10.0,292.0,0.5,0.4,,5.1,1.7,0.2,3.2,34.0,486.0,12.9,1.4,113.0,187.0
C380078,,,,RM0695,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,21416,North America,United States,Arizona,Pima,Pima,,Sierrita mine,Pima,Sierrita-Esperanza,Sierrita mine,"S of Tucson, AZ",31.869453,-111.133187,WGS84,31.87,-111.12,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID AZ00013, ctr of pit on imagery, M. Granitto",rock,Porphyry Cu-Mo-Au,Porphyry Cu-Mo,"Diorite; early, pervasive potassic alteration (biotization) and cut by quartz-biotite veins then cut by quartz-chalcopyrite veins; fine grain blebs of chalcopyrite with pyrrhotite in streaks and veinlets in dark chloritized rock and quartz; sulfide approx 1%",8.16,3.6,6.76,1.9,2.75,0.09,0.13,,,0.59,,-10.0,-30.0,,,,451.0,-5.0,0.7,-1.0,45.4,18.0,90.0,11.7,4420.0,2.91,1.41,1.28,25.0,3.9,2.0,4.0,0.54,0.6,21.5,30.0,0.2,110.0,5.0,23.3,68.0,-50.0,,5.92,,250.0,,-1.0,18.0,,4.6,5.0,590.0,-0.5,0.57,,4.6,1.1,0.22,2.02,197.0,8.0,15.0,1.3,147.0,122.0
C380079,,,,RM0696,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,20685,North America,United States,Arizona,Gila,Christmas,,Christmas,Banner (Christmas),Christmas,Christmas,,33.05899,-110.74239,WGS84,33.07,-110.69,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10234135, main entrance, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",Recrystallized limestone and garnet (green)-epidote skarn developed along fractures; small to tiny chalcopyrite/pyrite blebs scattered in garnet-epidote-calcite skarn; sulfide <1%,0.26,23.9,12.8,-0.1,0.16,0.21,0.09,,,0.01,,10.0,60.0,,,,10.0,-5.0,32.9,19.0,3.6,40.7,20.0,0.1,22600.0,0.29,0.16,0.09,14.0,0.28,6.0,-1.0,0.06,3.6,2.3,-10.0,-0.05,20.0,-1.0,1.6,16.0,-50.0,,0.5,,0.3,,-1.0,-5.0,,0.3,20.0,24.9,-0.5,-0.05,,0.3,-0.5,-0.05,8.59,78.0,39.0,2.1,0.2,5700.0,5.1
C380080,,,,RM0697,MRP13528,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,24969,North America,United States,Arizona,Pima,Pima,,San Xavier mine,Pima,San Xavier,San Xavier mine,270 - W end,31.97322,-111.09379,WGS84,32.02667,-111.08,WGS84,10 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10039668, main entrance, M. Granitto",rock,Porphyry Cu-Mo-Au,"Porphyry Cu, skarn-related",30 oz silver; mostly massive to coarsely crystalline sphalerite with widely scattered chalcopyrite blebs and white calcite infillings; sulfide approx 90%,0.02,4.4,1.67,-0.1,0.11,0.63,0.05,,,-0.01,,290.0,-30.0,,,,1.9,-5.0,191.0,1220.0,2.8,57.0,-10.0,-0.1,13300.0,0.18,0.08,0.14,-1.0,0.24,-1.0,-1.0,-0.05,0.7,1.6,-10.0,-0.05,30.0,-1.0,1.2,-5.0,50000.11111,,0.34,,-0.2,,97.0,-5.0,,0.3,3.0,24.6,-0.5,-0.05,,-0.1,-0.5,-0.05,0.15,-5.0,-1.0,1.5,-0.1,50000.11111,-0.5
C380099,,,,RM0424,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,MAM08,North America,United States,Arizona,Pinal,Mammoth,,Mammoth,Goldfield,Mammoth,Mammoth mine,,32.7076,-110.68758,WGS84,33.458,-111.488,,100 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10210264, main entrance, M. Granitto; district from AZGS DI-23",rock,Porphyry Cu-Mo-Au,Polymetallic vein,"Veinlets in rhyolite porphyry; sporadic distribution of tiny blebs of galena, sphalerite and pyrite in a quartz matrix that is bright red due to iron oxides staining internal conchoidal fractures in the quartz; bright green radial forms of chlorite(?) a major constituent; a portion of the sample is a tan colored very fine grain igneous rock with sulfide veinlets coursing thru it; sulfide approx 30%",1.6,0.4,10.0,-0.1,1.51,0.23,0.01,,,-0.01,,10.0,-30.0,,,,101.0,15.0,-0.1,573.0,1.4,7.4,10.0,0.7,2930.0,0.14,0.11,-0.05,22.0,0.07,1.0,-1.0,-0.05,-0.2,0.8,90.0,-0.05,-10.0,-1.0,0.5,11.0,20100.0,,0.17,,8.4,,9.0,-5.0,,0.1,-1.0,2.2,-0.5,-0.05,,0.6,-0.5,-0.05,0.47,96.0,173.0,1.1,0.1,50000.11111,2.0
C380100,,,,RM0427,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,19520,North America,United States,Nevada,Lander,Bullion,,Gold Acres,Bullion,Gold Acres,Gold Acres,"Gold Acres, Cortez district, Battle Mountain area",40.25741,-116.74343,WGS84,40.258,-116.743,,500 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10198674, main entrance, M. Granitto",rock,Carlin-type,Sediment-hosted Au,0.003 oz/t Au and 0.11 oz/t Ag; gypsum crystals and crusts coating pyrite-bearing black shale; some gypsum crystals iron stained,6.79,0.6,3.63,2.7,0.48,-0.01,0.17,,,0.33,,-10.0,240.0,,,,1480.0,-5.0,0.2,-1.0,56.0,6.9,80.0,14.8,50.0,3.86,2.3,1.23,20.0,4.55,2.0,4.0,0.8,-0.2,31.2,40.0,0.38,-10.0,11.0,28.7,58.0,-50.0,,8.05,,180.0,,8.0,9.0,,5.2,2.0,26.4,0.8,0.74,,11.2,2.2,0.39,5.24,176.0,4.0,23.4,2.4,7.0,139.0
C380101,,,,RM0430,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,19622,North America,United States,Nevada,Eureka,Lynn,,Carlin-Hardie-Pete mine area,Lynn,Carlin - Hardie,Carlin,"Carlin, Northern Carlin Trend",40.91184,-116.32399,WGS84,40.912,-116.32,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10310467, minesite, M. Granitto; district from Nevada Division of Minerals, 2019, Nevada Division of Minerals Open Data SiteNevada Claims, Commodities & Occurrences",rock,Carlin-type,Sediment-hosted Au,"Sample has three different colors: white black and brown; the different colors indicate different grades of marble and/or limestone; black marble contains thickly distributed microscopic glints of pyrite; the density of the pyrite may account for the black color; the colors are in sharp contact with each other, no gradational blending",0.41,25.1,0.63,-0.1,6.03,0.03,-0.01,,,0.03,,-10.0,-30.0,,,,551.0,-5.0,-0.1,-1.0,33.4,1.1,10.0,0.3,-5.0,2.0,0.84,0.93,-1.0,3.01,-1.0,-1.0,0.35,-0.2,18.7,-10.0,0.07,-10.0,-1.0,19.5,-5.0,-50.0,,5.2,,3.8,,2.0,-5.0,,3.5,-1.0,174.0,-0.5,0.38,,0.8,-0.5,0.1,0.47,7.0,-1.0,14.4,0.5,340.0,18.7
C380102,,,,RM0452,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,20418,North America,United States,Nevada,Eureka,Maggie Creek,Gold Quarry Main ore body,Gold Quarry Main ore body,Maggie Creek,Gold Quarry - Maggie Creek,Gold Quarry mine,"Gold Quarry mine, 4850 ft elevation, 956 06L, Main ore zone",40.783747,-116.214894,WGS84,40.825,-116.225,,,"1) Colorado School of Mines collection; 2) Mineral Deposit Database Site ID NV00055, approx ctr of polygon, M. Granitto; district from Nevada Division of Minerals, 2019, Nevada Division of Minerals Open Data SiteNevada Claims, Commodities & Occurrences",rock,Carlin-type,Sediment-hosted Au,"Popovich Limestone; calcarenite cut by irregular calcite veins; oxide ore--leach ore, 0.022 o/t Au, 0.06% S, 0.11 organic C, 6.28% carbonate C; 20,418: Dark grey marble with streaks of white marble throughout; the grey marble appears to contain higher amounts of silica than does the white marble",0.03,32.9,0.07,-0.1,0.51,0.03,-0.01,,,-0.01,,10.0,-30.0,,,,19.8,-5.0,-0.1,-1.0,2.4,0.7,70.0,0.1,-5.0,0.51,0.33,0.12,-1.0,0.48,-1.0,-1.0,0.12,-0.2,3.1,-10.0,-0.05,-10.0,-1.0,2.0,67.0,-50.0,,0.49,,1.1,,8.0,-5.0,,0.4,-1.0,200.0,-0.5,0.08,,-0.1,-0.5,-0.05,1.36,13.0,-1.0,6.4,0.2,9.0,2.0
C380103,C377747,,,RM0528,MRP13529,MRP13391,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,18782,North America,United States,Colorado,Teller,Cripple Creek,,Globe Hill,Cripple Creek,Cripple Creek,Globe Hill,,38.75,-105.14587,WGS84,38.717,-105.133,,1000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10167383, main entrance, M. Granitto",rock,Alkalic porphyry,Low sulfidation epithermal Au-Ag-Te,"MnOx-chalcedony cemented breccia; highly altered breccia with rock fragments cemented with hydrous iron oxides and Mn oxides; numerous pyrite casts filled with iron oxides, rock is aphanitic",6.5,1.9,11.8,8.3,0.11,6.07,0.06,,,0.34,,1.0,40.0,,,,10000.11111,7.0,3.5,7.9,471.0,73.0,-10.0,1.4,36.0,6.34,3.3,3.75,18.0,10.5,1.0,4.0,1.16,-0.2,495.0,40.0,0.38,70.0,70.0,120.0,27.0,200.0,,40.6,,294.0,,2.2,-5.0,,14.0,4.0,1710.0,3.2,1.25,,37.3,2.0,0.45,19.5,58.0,20.0,35.2,2.7,3320.0,204.0
C380104,,,,RM0529,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,17275,North America,United States,Colorado,Teller,Cripple Creek,,Victor gold mine,Cripple Creek,Cripple Creek,Victor mine,,38.7342,-105.12477,WGS84,38.717,-105.133,,500 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10240528, main entrance, M. Granitto",rock,Alkalic porphyry,Low sulfidation epithermal Au-Ag-Te,"Pyritized breccia; breccia cemented with hydrous Fe oxides, remnant pyrite in open breccia zones: rock aphanitic and highly altered",6.52,1.9,11.4,7.6,0.11,5.69,0.08,,,0.33,,10.0,30.0,,,,10000.11111,7.0,2.9,8.0,514.0,66.1,10.0,1.3,72.0,6.48,3.13,3.49,16.0,9.74,-1.0,5.0,1.19,-0.2,514.0,40.0,0.42,70.0,72.0,126.0,28.0,170.0,,45.7,,297.0,,5.0,-5.0,,14.7,4.0,1680.0,3.5,1.35,,39.6,1.9,0.5,19.0,71.0,22.0,36.8,2.8,3040.0,223.0
C380105,,,,RM0540,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,24031,North America,United States,Michigan,Ontonagon,Michigan Native Copper Belt,,White Pine,White Pine,White Pine,White Pine Copper mine,,46.7633,-89.46259,WGS84,46.74361,-89.53388,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10170366, ore body, M. Granitto; district from MRDS",rock,Basin brine path,"Sediment-hosted Cu, reduced facies","Top beds of CH (on USS) where parting shale absent; one coarse band (dark grey) with microscopic bornite blebs, remainder of sample very fine banding in what appears to be greywacke (dirty sandstone metamorphosed to fine grain quartzite) sulfide <1%",4.48,1.7,4.84,0.7,1.6,0.14,0.19,,,1.66,,10.0,-30.0,,,,256.0,-5.0,-0.1,-1.0,73.0,17.8,160.0,1.3,25300.0,6.92,3.41,2.14,14.0,7.35,1.0,10.0,1.31,-0.2,37.9,40.0,0.5,-10.0,26.0,38.1,56.0,-50.0,,10.1,,29.7,,3.0,14.0,,8.0,1.0,132.0,1.6,1.24,,4.9,-0.5,0.53,1.96,243.0,1.0,35.6,3.1,115.0,355.0
C380106,,,,RM0541,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,21302,North America,United States,Alaska,,Nizina,,Bonanza,Nizina (Kennecott),Kennecott,Bonanza mine,Float from Bonanza Glory hole,61.515,-142.8367,NAD27,61.515,-142.83694,WGS84,,"1) Mindat.org, spec mine loc, M. Bennett; 2) ARDF, MC093, mine, M. Granitto",rock,Basin brine path,Kennecott-type Cu,Limestone heavily fractured and broken; cut by chalcocite and later(?) malachite-azurite veinlets; major flat surface which appears to be chalcocite along low angle fault; isolated blebs of chalcocite in malachite-filled cavities in veinlets in medium grey calcite; sulfide <1%,0.06,28.3,0.12,-0.1,0.09,0.02,0.41,,,-0.01,,140.0,330.0,,,,14.8,-5.0,-0.1,13.0,0.7,0.8,-10.0,0.2,50000.11111,0.1,0.07,-0.05,1.0,0.09,2.0,-1.0,-0.05,-0.2,0.4,-10.0,-0.05,-10.0,-1.0,0.4,-5.0,-50.0,,0.11,,0.3,,6.0,-5.0,,0.1,-1.0,124.0,-0.5,-0.05,,-0.1,-0.5,-0.05,2.83,5.0,-1.0,1.0,-0.1,30.0,2.7
C380108,C377749,,,RM0545,MRP13529,MRP13391,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,22089,North America,United States,Montana,Silver Bow,Butte,Emma,Emma mine,Butte,"Butte (Continental, Berkeley etc.)",Emma mine,,46.00601,-112.54172,WGS84,46.01194,-112.53694,WGS84,250 m,"1) Mindat.org, spec mine loc, M. Bennett; 2)Mineral Resource Deposit Database Deposit ID 10019641, minesite, M. Granitto",rock,Porphyry Cu-Mo-Au,"Polymetallic sulfide vein, intermediate sulfidation epithermal","Rhodochrosite; major large sphalerite clots with galena inclusions infilling around quartz inclusions, in turn associated with pink rhodochrosite; scant pyrite throughout rock; sulfide approx 50%",1.03,0.2,3.65,0.5,0.38,6.32,-0.01,,,-0.01,,97.0,410.0,,,,31.3,-5.0,0.2,438.0,0.8,3.0,-10.0,2.5,3160.0,0.14,0.09,-0.05,11.0,0.11,3.0,-1.0,-0.05,-0.2,0.5,20.0,-0.05,-50.0,-1.0,0.4,12.0,50000.11111,,0.11,,36.0,,37.2,-5.0,,-0.1,3.0,1.8,-0.5,-0.05,,0.2,-0.5,-0.05,0.4,13.0,-10.0,0.9,0.1,50000.11111,1.7
C380109,,,,RM0547,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12865,North America,United States,Kentucky,Cumberland,Cumberland River,Burkesville,Burkesville,Central Kentucky,Burkesville,Burkesville,,36.77508,-85.33494,WGS84,36.775,-85.335,,10000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10307222, minesite, M. Granitto; district from USGS PP580",rock,Basin brine path,MVT,Essentially a light grey silicified dolostone specimen which is bounded by calcite and sphalerite veins; sulfide approx 10%,0.07,12.6,0.13,-0.1,8.05,-0.01,-0.01,,,-0.01,,-10.0,-30.0,,,,9.5,-5.0,-0.1,671.0,3.9,-0.5,-10.0,-0.1,161.0,0.18,0.05,-0.05,117.0,0.17,98.0,-1.0,-0.05,-0.2,1.8,-10.0,-0.05,-10.0,-1.0,1.6,-5.0,-50.0,,0.5,,0.9,,4.0,-5.0,,0.2,-1.0,42.6,-0.5,-0.05,,0.1,-0.5,-0.05,0.38,-5.0,-1.0,0.8,-0.1,50000.11111,2.0
C380110,,,,RM0555,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,12833,North America,United States,Kentucky,Cumberland,Cumberland River,Burkesville,Burkesville,Central Kentucky,Burkesville,Burkesville,,36.77508,-85.33494,WGS84,36.775,-85.335,,10000 m,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10307222, minesite, M. Granitto; district from USGS PP580",rock,Basin brine path,MVT,Blebs and veinlets of sphalerite in a very lightly banded silicified dolomite; sulfide approx 10%,0.37,13.3,0.2,0.4,8.58,-0.01,-0.01,,,0.01,,10.0,-30.0,,,,30.1,-5.0,-0.1,223.0,4.3,0.5,-10.0,-0.1,72.0,0.28,0.13,0.1,47.0,0.31,25.0,-1.0,-0.05,0.3,1.9,-10.0,-0.05,-10.0,-1.0,2.0,6.0,-50.0,,0.55,,5.0,,6.0,-5.0,,0.4,-1.0,90.1,-0.5,-0.05,,0.5,-0.5,-0.05,1.27,11.0,-1.0,1.6,0.2,50000.11111,23.5
C380112,,,,RM0556,MRP13529,,,,Rare Metals Task,Critical and Rare Metals,8/22/2013,Colorado School of Mines Ransome Collection,18033,North America,United States,Pennsylvania,Lehigh,Friedensville,Friedensville,Friedensville mine,Friedensville,Friedensville,Friedensville mine,,40.55445,-75.40462,WGS84,40.55444,-75.405,,,"1) Colorado School of Mines collection; 2) Mineral Resource Deposit Database Deposit ID 10067405, deposit main entrance, M. Granitto",rock,Basin brine path,MVT,"An open-space filling of coliform sphalerite on a matrix of dolomite breccia; late-stage movement brecciated the sphalerite so it now occurs as fragments in the breccia;. (a coliform structure implies that the mineral deposited rapidly from a saturated or supersaturated solution at either high or low temperature); mostly a peculiar massive yellow-green sphalerite with quartz, pyrite and calcite inclusions; shows micro-brecciation; sulfide approx 90%",0.04,3.4,4.28,-0.1,2.09,-0.01,-0.01,,,-0.01,,-10.0,140.0,,,,55.9,-5.0,0.5,1420.0,2.2,-0.5,-10.0,0.2,13.0,0.11,-0.05,-0.05,170.0,0.11,44.0,-1.0,-0.05,-0.2,1.1,-10.0,-0.05,30.0,-1.0,1.0,-5.0,110.0,,0.27,,1.0,,7.0,-5.0,,0.2,6.0,33.5,-0.5,-0.05,,-0.1,3.7,-0.05,0.07,9.0,-1.0,0.5,-0.1,50000.11111,1.0
